# CUDA_PROFILE_LOG_VERSION 2.0
# CUDA_PROFILE_CSV 1
# TIMESTAMPFACTOR fffff6ff90164440
# CUDA_DEVICE 0 GeForce GTX 460
gpustarttimestamp,method,gputime,cputime,occupancy,gridSizeX,gridSizeY,blockSizeX,blockSizeY,blockSizeZ,dynSmemPerBlock,staSmemPerBlock,registerPerThread,streamID,localblocksize,memTransferSize,memtransferhostmemtype,local_load,local_store,gld_request,gst_request,l2_subp0_write_sector_misses,fb_subp0_read_sectors,fb_subp0_write_sectors,shared_load,shared_store,sm_cta_launched,l1_local_load_hit,l2_subp1_write_sector_misses,fb_subp1_read_sectors,fb_subp1_write_sectors,branch,l1_local_load_miss,l1_local_store_hit,l2_subp0_read_sector_misses,divergent_branch,l1_local_store_miss,l1_global_load_hit,l2_subp1_read_sector_misses,inst_executed,l1_global_load_miss,l2_subp0_write_sector_queries,warps_launched,threads_launched,uncached_global_load_transaction,l2_subp1_write_sector_queries,active_warps,global_store_transaction,l2_subp0_read_sector_queries,active_cycles,l1_shared_bank_conflict,l2_subp1_read_sector_queries,tex0_cache_sector_queries,tex0_cache_sector_misses,inst_issued1_0,inst_issued2_0,tex1_cache_sector_queries,inst_issued1_1,inst_issued2_1,tex1_cache_sector_misses
120744e0959a9420,_Z8gpu_mm_rPfS_S_ii,11.296,22,0.833,47,1,16,16,1,2048,2048,21,0,-1,,0,0,0,168,896,7589,1404,7589,1120,112,7,0,7673,1400,7673,56,0,0,1424,0,0,48,1420,4816,200,15024,56,1792,0,12032,203998,1792,3056,7011,0,2864,0,0,1546,852,0,1470,852,0
120744e0959e3c40,_Z8gpu_mm_aPfS_ii,396.576,406,0.833,47,47,16,16,1,2048,2048,21,0,-1,,0,0,0,6648,35456,163489,42276,163489,72704,4544,284,0,162820,42332,162820,2256,0,0,42232,0,0,3979,42428,234896,9028,862024,2256,72192,0,565504,10568686,72704,147432,282633,0,147884,0,0,80090,40220,0,79849,39800,0
120744e095a7c200,_Z10gpu_dpotrfPfS_ii,9.568,20,0.167,1,1,16,16,1,1024,1088,9,0,-1,,0,0,0,8,8,12,91,12,344,88,1,0,12,76,12,272,0,0,147,8,0,0,96,2048,16,0,8,256,0,36,45246,72,32,5490,9,32,0,0,977,68,0,928,60,0
120744e095ab9480,memcpyHtoD,0.928,4,,,,,,,,,,0,0,1024,0
120744e095abb860,_Z9gpu_inv_lPfS_ii,29.856,39,0.021,1,1,16,1,1,0,0,20,0,-1,,0,0,0,272,136,100,170,100,0,0,1,0,168,170,168,151,0,0,212,0,0,226,166,1892,46,184,1,16,0,168,20324,136,92,20311,0,92,0,0,0,0,0,760,568,0
120744e095afae80,_Z8gpu_mm_rPfS_S_ii,11.008,20,0.833,46,1,16,16,1,2048,2048,21,0,-1,,0,0,0,168,896,7312,1436,7312,800,80,5,0,7117,1420,7117,48,0,0,1536,0,0,32,1412,4816,200,14712,40,1280,0,11776,204738,1792,2896,5309,0,3056,0,0,1589,852,0,1510,852,0
120744e095b351c0,_Z8gpu_mm_aPfS_ii,407.232,417,0.833,46,46,16,16,1,2048,2048,21,0,-1,,0,0,0,6432,34304,138699,36144,138699,68864,4304,269,0,140163,36148,140163,2136,0,0,36895,0,0,5387,36150,228960,7603,783312,2184,69888,0,541696,10872046,69120,118300,289664,0,118336,0,0,78040,37560,0,77519,37140,0
120744e095bd07e0,_Z10gpu_dpotrfPfS_ii,9.568,20,0.167,1,1,16,16,1,1024,1088,9,0,-1,,0,0,0,8,8,12,87,12,344,88,1,0,12,88,12,272,0,0,167,8,0,0,96,2048,16,144,8,256,0,36,45152,72,32,5491,9,32,0,0,928,60,0,977,68,0
120744e095c09d60,memcpyHtoD,0.96,3,,,,,,,,,,0,0,1024,0
120744e095c0bcc0,_Z9gpu_inv_lPfS_ii,29.92,39,0.021,1,1,16,1,1,0,0,20,0,-1,,0,0,0,272,136,102,171,102,0,0,1,0,160,171,160,151,0,0,207,0,0,226,171,1892,46,336,1,16,0,168,20426,136,92,20345,0,92,0,0,760,568,0,0,0,0
120744e095c4af00,_Z8gpu_mm_rPfS_S_ii,11.392,21,0.833,45,1,16,16,1,2048,2048,21,0,-1,,0,0,0,168,896,7235,1320,7235,960,96,6,0,6971,1312,6971,56,0,0,1476,0,0,28,1264,4816,243,19288,56,1792,0,11520,182437,1536,3028,6513,0,3140,0,0,1292,736,0,1515,852,0
120744e095c86940,_Z8gpu_mm_aPfS_ii,361.952,372,0.833,45,45,16,16,1,2048,2048,21,0,-1,,0,0,0,6120,32640,148870,38264,148870,65536,4096,256,0,148936,38312,148936,2080,0,0,38400,0,0,3350,36348,219632,8784,774568,2112,67584,0,518400,9598112,66560,136412,257652,0,134700,0,0,72094,36580,0,72490,36160,0
120744e095d16b80,_Z10gpu_dpotrfPfS_ii,9.6,20,0.167,1,1,16,16,1,1024,1088,9,0,-1,,0,0,0,8,8,12,83,12,344,88,1,0,12,64,12,272,0,0,175,8,0,0,68,2048,16,0,8,256,0,36,45288,72,32,5500,9,32,0,0,977,68,0,928,60,0
120744e095d500e0,memcpyHtoD,0.96,2,,,,,,,,,,0,0,1024,0
120744e095d520a0,_Z9gpu_inv_lPfS_ii,30.144,40,0.021,1,1,16,1,1,0,0,20,0,-1,,0,0,0,272,136,104,203,104,0,0,1,0,168,171,168,151,0,0,187,0,0,226,167,1892,46,96,1,16,0,168,20366,136,92,20356,0,92,0,0,0,0,0,760,568,0
120744e095d92040,_Z8gpu_mm_rPfS_S_ii,11.104,21,0.833,44,1,16,16,1,2048,2048,21,0,-1,,0,0,0,120,640,7210,1296,7210,800,80,5,0,6899,1312,6899,40,0,0,1468,0,0,32,1296,3440,176,18464,48,1536,0,11264,171551,1280,2992,5951,0,3068,0,0,1251,620,0,1169,620,0
120744e095dcc680,_Z8gpu_mm_aPfS_ii,372.256,382,0.833,44,44,16,16,1,2048,2048,21,0,-1,,0,0,0,5832,31104,125100,33020,125100,62208,3888,243,0,125651,33048,125651,1936,0,0,33092,0,0,4938,33040,208608,6963,764856,1976,63232,0,495616,9858120,63232,106392,264019,0,107492,0,0,70982,34200,0,71600,34480,0
120744e095e638e0,_Z10gpu_dpotrfPfS_ii,9.6,20,0.167,1,1,16,16,1,1024,1088,9,0,-1,,0,0,0,8,8,12,87,12,344,88,1,0,12,68,12,272,0,0,147,8,0,0,68,2048,16,144,8,256,0,36,45990,72,32,5495,9,32,0,0,928,60,0,977,68,0
120744e095ea29c0,memcpyHtoD,0.928,3,,,,,,,,,,0,0,1024,0
120744e095ea4d40,_Z9gpu_inv_lPfS_ii,29.92,39,0.021,1,1,16,1,1,0,0,20,0,-1,,0,0,0,272,136,98,163,98,0,0,1,0,166,183,166,151,0,0,207,0,0,226,171,1892,46,64,1,16,0,168,20340,136,92,20345,0,92,0,0,760,568,0,0,0,0
120744e095ee5da0,_Z8gpu_mm_rPfS_S_ii,11.072,21,0.833,43,1,16,16,1,2048,2048,21,0,-1,,0,0,0,120,640,7024,1248,7024,960,96,6,0,6527,1268,6527,56,0,0,1372,0,0,40,1264,4128,200,19280,40,1280,0,11008,166691,1280,2800,5012,0,2736,0,0,1103,620,0,1149,620,0
120744e095f201c0,_Z8gpu_mm_aPfS_ii,333.504,343,0.833,43,43,16,16,1,2048,2048,21,0,-1,,0,0,0,5712,30464,136925,34744,136925,60672,3792,237,0,137975,34792,137975,1864,0,0,34904,0,0,3500,34836,200128,8009,676800,1920,61440,0,473344,8784147,59904,122236,236806,0,123640,0,0,67016,33500,0,65915,32800,0
120744e095fa97e0,_Z10gpu_dpotrfPfS_ii,9.568,20,0.167,1,1,16,16,1,1024,1088,9,0,-1,,0,0,0,8,8,12,87,12,344,88,1,0,12,64,12,272,0,0,143,8,0,0,72,2048,16,144,8,256,0,36,45286,72,32,5498,9,32,0,0,977,68,0,928,60,0
120744e095fe2d20,memcpyHtoD,0.928,3,,,,,,,,,,0,0,1024,0
120744e095fe4d40,_Z9gpu_inv_lPfS_ii,29.824,39,0.021,1,1,16,1,1,0,0,20,0,-1,,0,0,0,272,136,104,195,104,0,0,1,0,162,167,162,151,0,0,195,0,0,226,179,1892,46,0,1,16,0,168,20327,136,92,20296,0,92,0,0,0,0,0,760,568,0
120744e096023e20,_Z8gpu_mm_rPfS_S_ii,10.144,19,0.833,42,1,16,16,1,2048,2048,21,0,-1,,0,0,0,144,768,6794,1256,6794,960,96,6,0,6597,1276,6597,40,0,0,1292,0,0,32,1264,3440,168,13176,40,1280,0,10752,168519,1280,2672,5185,0,2736,0,0,1092,620,0,1099,620,0
120744e09605f340,_Z8gpu_mm_aPfS_ii,338.432,349,0.833,42,42,16,16,1,2048,2048,21,0,-1,,0,0,0,5328,28416,116423,30040,116423,57600,3600,225,0,116468,30076,116468,1808,0,0,30028,0,0,4462,30044,189104,6273,678088,1760,56320,0,451584,8971459,57344,97840,239833,0,97320,0,0,65105,31680,0,64879,31120,0
120744e0960e9800,_Z10gpu_dpotrfPfS_ii,9.568,19,0.167,1,1,16,16,1,1024,1088,9,0,-1,,0,0,0,8,8,12,87,12,344,88,1,0,12,68,12,272,0,0,115,8,0,0,64,2048,16,144,8,256,0,36,45160,72,32,5485,9,32,0,0,928,60,0,977,68,0
120744e096122d60,memcpyHtoD,0.928,3,,,,,,,,,,0,0,1024,0
120744e096124c40,_Z9gpu_inv_lPfS_ii,30.016,39,0.021,1,1,16,1,1,0,0,20,0,-1,,0,0,0,272,136,104,168,104,0,0,1,0,168,170,168,151,0,0,196,0,0,226,170,1892,46,328,1,16,0,168,20338,136,92,20347,0,92,0,0,760,568,0,0,0,0
120744e096164c20,_Z8gpu_mm_rPfS_S_ii,10.56,20,0.833,41,1,16,16,1,2048,2048,21,0,-1,,0,0,0,168,896,6395,1204,6395,800,80,5,0,6408,1212,6408,40,0,0,1196,0,0,67,1188,4128,212,18072,56,1792,0,10496,161563,1280,2800,4992,0,2704,0,0,1495,852,0,1492,852,0
120744e09619eee0,_Z8gpu_mm_aPfS_ii,302.24,312,0.833,41,41,16,16,1,2048,2048,21,0,-1,,0,0,0,5160,27520,125659,30896,125659,54016,3376,211,0,126098,30824,126098,1720,0,0,30872,0,0,2975,30836,184016,7320,701432,1728,55296,0,430336,7916129,55296,111476,213863,0,111052,0,0,59680,29580,0,60076,30280,0
120744e096220420,_Z10gpu_dpotrfPfS_ii,9.6,19,0.167,1,1,16,16,1,1024,1088,9,0,-1,,0,0,0,8,8,12,107,12,344,88,1,0,12,92,12,272,0,0,115,8,0,0,92,2048,16,144,8,256,0,36,45230,72,32,5494,9,32,0,0,977,68,0,928,60,0
120744e09625e980,memcpyHtoD,0.928,3,,,,,,,,,,0,0,1024,0
120744e096260e80,_Z9gpu_inv_lPfS_ii,29.92,39,0.021,1,1,16,1,1,0,0,20,0,-1,,0,0,0,272,136,101,174,101,0,0,1,0,166,192,166,151,0,0,174,0,0,226,188,1892,46,216,1,16,0,168,20342,136,92,20316,0,92,0,0,0,0,0,760,568,0
120744e0962a2ba0,_Z8gpu_mm_rPfS_S_ii,10.176,20,0.833,40,1,16,16,1,2048,2048,21,0,-1,,0,0,0,120,640,6489,1172,6489,960,96,6,0,6476,1160,6476,40,0,0,1164,0,0,24,1164,3440,176,15384,40,1280,0,10240,174713,1280,2752,5335,0,2712,0,0,1185,620,0,1131,620,0
120744e0962dcda0,_Z8gpu_mm_aPfS_ii,305.312,315,0.833,40,40,16,16,1,2048,2048,21,0,-1,,0,0,0,4896,26112,106250,27196,106250,51456,3216,201,0,106682,27188,106682,1632,0,0,27180,0,0,3889,27180,172992,5853,522840,1600,51200,0,409600,8182936,52224,89656,217342,0,88380,0,0,59485,28600,0,58788,28460,0
120744e09635f5c0,_Z10gpu_dpotrfPfS_ii,9.568,19,0.167,1,1,16,16,1,1024,1088,9,0,-1,,0,0,0,8,8,12,107,12,344,88,1,0,12,68,12,272,0,0,87,8,0,0,68,2048,16,144,8,256,0,36,45160,72,32,5485,9,32,0,0,928,60,0,977,68,0
120744e096398b40,memcpyHtoD,0.96,3,,,,,,,,,,0,0,1024,0
120744e09639aa80,_Z9gpu_inv_lPfS_ii,29.92,40,0.021,1,1,16,1,1,0,0,20,0,-1,,0,0,0,272,136,102,167,102,0,0,1,0,160,171,160,151,0,0,187,0,0,226,191,1892,46,16,1,16,0,168,20326,136,92,20308,0,92,0,0,760,568,0,0,0,0
120744e0963d9d20,_Z8gpu_mm_rPfS_S_ii,9.984,19,0.833,39,1,16,16,1,2048,2048,21,0,-1,,0,0,0,144,768,6013,1088,6013,1120,112,7,0,6282,1108,6282,40,0,0,1100,0,0,70,1104,4816,244,18184,56,1792,0,9984,181153,1536,2664,5235,0,2612,0,0,1106,620,0,1475,852,0
120744e0964152e0,_Z8gpu_mm_aPfS_ii,271.808,282,0.833,39,39,16,16,1,2048,2048,21,0,-1,,0,0,0,4656,24832,112601,27612,112601,49920,3120,195,0,110830,27512,110830,1568,0,0,27644,0,0,2651,27568,163664,6408,578024,1568,50176,0,389376,7189229,50688,102424,193418,0,101828,0,0,54420,27060,0,54284,27200,0
120744e09648f280,_Z10gpu_dpotrfPfS_ii,9.6,19,0.167,1,1,16,16,1,1024,1088,9,0,-1,,0,0,0,8,8,12,83,12,344,88,1,0,12,68,12,272,0,0,83,8,0,0,80,2048,16,144,8,256,0,36,45270,72,32,5488,9,32,0,0,977,68,0,928,60,0
120744e0964c8700,memcpyHtoD,0.96,3,,,,,,,,,,0,0,1024,0
120744e0964ca6c0,_Z9gpu_inv_lPfS_ii,29.888,39,0.021,1,1,16,1,1,0,0,20,0,-1,,0,0,0,272,136,104,27,104,0,0,1,0,168,175,168,151,0,0,191,0,0,226,171,1892,46,336,1,16,0,168,20335,136,92,20351,0,92,0,0,0,0,0,760,568,0
120744e09650a5c0,_Z8gpu_mm_rPfS_S_ii,9.888,20,0.833,38,1,16,16,1,2048,2048,21,0,-1,,0,0,0,120,640,6273,1060,6273,800,80,5,0,6171,1140,6171,40,0,0,1136,0,0,27,1112,3440,173,10160,48,1536,0,9728,164689,1280,2676,5249,0,2668,0,0,1109,620,0,1127,620,0
120744e096544580,_Z8gpu_mm_aPfS_ii,276.384,286,0.833,38,38,16,16,1,2048,2048,21,0,-1,,0,0,0,4416,23552,99535,24248,99535,47104,2944,184,0,99042,23136,99042,1464,0,0,24528,0,0,3636,24576,156032,5051,497288,1480,47360,0,369664,7372860,45824,79880,196145,0,79580,0,0,53774,26220,0,53585,25660,0
120744e0965bf620,_Z10gpu_dpotrfPfS_ii,9.6,19,0.167,1,1,16,16,1,1024,1088,9,0,-1,,0,0,0,8,8,12,87,12,344,88,1,0,12,32,12,272,0,0,47,8,0,0,100,2048,16,144,8,256,0,36,45256,72,32,5493,9,32,0,0,928,60,0,977,68,0
120744e0965f9ae0,memcpyHtoD,0.928,3,,,,,,,,,,0,0,1024,0
120744e0965fbc00,_Z9gpu_inv_lPfS_ii,29.856,39,0.021,1,1,16,1,1,0,0,20,0,-1,,0,0,0,272,136,102,180,102,0,0,1,0,164,170,164,151,0,0,28,0,0,226,174,1892,46,328,1,16,0,168,20351,136,92,20354,0,92,0,0,760,568,0,0,0,0
120744e09663b160,_Z8gpu_mm_rPfS_S_ii,10.464,20,0.833,37,1,16,16,1,2048,2048,21,0,-1,,0,0,0,168,896,6115,1032,6115,800,80,5,0,6027,1048,6027,48,0,0,992,0,0,32,1020,4816,208,11608,40,1280,0,9472,162629,1280,2432,4904,0,2432,0,0,1072,620,0,1102,620,0
120744e0966753e0,_Z8gpu_mm_aPfS_ii,244.928,254,0.833,37,37,16,16,1,2048,2048,21,0,-1,,0,0,0,4272,22784,102317,24372,102317,44800,2800,175,0,102991,24296,102991,1416,0,0,24692,0,0,2311,24368,148400,5819,432736,1408,45056,0,350464,6412812,45056,93096,173619,0,92432,0,0,49093,24680,0,49734,25100,0
120744e0966e8940,_Z10gpu_dpotrfPfS_ii,9.6,19,0.167,1,1,16,16,1,1024,1088,9,0,-1,,0,0,0,8,8,12,83,12,344,88,1,0,12,92,12,272,0,0,115,8,0,0,80,2048,16,144,8,256,0,36,45272,72,32,5493,9,32,0,0,977,68,0,928,60,0
120744e096722300,memcpyHtoD,0.928,3,,,,,,,,,,0,0,1024,0
120744e0967243e0,_Z9gpu_inv_lPfS_ii,29.92,39,0.021,1,1,16,1,1,0,0,20,0,-1,,0,0,0,272,136,104,190,104,0,0,1,0,162,172,162,151,0,0,178,0,0,226,184,1892,46,280,1,16,0,168,20363,136,92,20323,0,92,0,0,0,0,0,760,568,0
120744e096763700,_Z8gpu_mm_rPfS_S_ii,9.152,18,0.833,36,1,16,16,1,2048,2048,21,0,-1,,0,0,0,120,640,6349,1024,6349,800,80,5,0,6386,1056,6386,40,0,0,1024,0,0,32,1024,4128,208,16152,40,1280,0,9216,167600,1280,2428,5240,0,2448,0,0,1115,620,0,1111,620,0
120744e09679d440,_Z8gpu_mm_aPfS_ii,248.992,259,0.833,36,36,16,16,1,2048,2048,21,0,-1,,0,0,0,4008,21376,89179,22016,89179,42240,2640,165,0,87763,22012,87763,1328,0,0,22016,0,0,3212,22000,140768,4824,540120,1328,42496,0,331776,6556804,42240,73268,175097,0,72464,0,0,48213,23280,0,48333,23280,0
120744e09683f5e0,_Z10gpu_dpotrfPfS_ii,9.568,21,0.167,1,1,16,16,1,1024,1088,9,0,-1,,0,0,0,8,8,12,110,12,344,88,1,0,12,88,12,272,0,0,107,8,0,0,96,2048,16,144,8,256,0,36,45168,72,32,5484,9,32,0,0,928,60,0,977,68,0
120744e09687a460,memcpyHtoD,0.928,3,,,,,,,,,,0,0,1024,0
120744e09687c380,_Z9gpu_inv_lPfS_ii,29.856,39,0.021,1,1,16,1,1,0,0,20,0,-1,,0,0,0,272,136,100,195,100,0,0,1,0,162,167,162,151,0,0,195,0,0,226,187,1892,46,312,1,16,0,168,20327,136,92,20301,0,92,0,0,760,568,0,0,0,0
120744e0968bb6a0,_Z8gpu_mm_rPfS_S_ii,8.864,18,0.833,35,1,16,16,1,2048,2048,21,0,-1,,0,0,0,120,640,5675,928,5675,800,80,5,0,5666,968,5666,40,0,0,948,0,0,24,944,3440,176,9816,40,1280,0,8960,163791,1280,2472,5073,0,2468,0,0,1147,620,0,1123,620,0
120744e0968f64e0,_Z8gpu_mm_aPfS_ii,222.464,232,0.833,35,35,16,16,1,2048,2048,21,0,-1,,0,0,0,3744,19968,93483,21964,93483,39680,2480,155,0,91990,21976,91990,1232,0,0,21940,0,0,2191,22072,132288,5250,442808,1288,41216,0,313600,5962214,39936,82768,158096,0,82220,0,0,43960,21880,0,44800,22580,0
120744e096964600,_Z10gpu_dpotrfPfS_ii,9.6,20,0.167,1,1,16,16,1,1024,1088,9,0,-1,,0,0,0,8,8,12,111,12,344,88,1,0,12,88,12,272,0,0,95,8,0,0,92,2048,16,8,8,256,0,36,45294,72,32,5494,9,32,0,0,977,68,0,928,60,0
120744e09699dca0,memcpyHtoD,0.96,2,,,,,,,,,,0,0,1024,0
120744e09699fba0,_Z9gpu_inv_lPfS_ii,29.92,39,0.021,1,1,16,1,1,0,0,20,0,-1,,0,0,0,272,136,102,167,102,0,0,1,0,168,171,168,151,0,0,171,0,0,226,167,1892,46,120,1,16,0,168,20397,136,92,20327,0,92,0,0,0,0,0,760,568,0
120744e0969e0120,_Z8gpu_mm_rPfS_S_ii,8.864,19,0.833,34,1,16,16,1,2048,2048,21,0,-1,,0,0,0,120,640,5953,968,5953,800,80,5,0,5685,996,5685,40,0,0,960,0,0,24,968,3440,176,13600,40,1280,0,8704,170470,1280,2400,5163,0,2400,0,0,1091,620,0,1130,620,0
120744e096a19e20,_Z8gpu_mm_aPfS_ii,223.232,233,0.833,34,34,16,16,1,2048,2048,21,0,-1,,0,0,0,3576,19072,80347,19612,80347,38400,2400,150,0,79904,19624,79904,1192,0,0,19640,0,0,2820,19636,122112,4255,408392,1176,37632,0,295936,5901905,37376,64572,159411,0,65684,0,0,42604,20760,0,42685,20620,0
120744e096a87f00,_Z10gpu_dpotrfPfS_ii,9.568,19,0.167,1,1,16,16,1,1024,1088,9,0,-1,,0,0,0,8,8,12,107,12,344,88,1,0,12,72,12,272,0,0,81,8,0,0,68,2048,16,144,8,256,0,36,45214,72,32,5764,9,32,0,0,928,60,0,977,68,0
120744e096ac2240,memcpyHtoD,0.96,3,,,,,,,,,,0,0,1024,0
120744e096ac4240,_Z9gpu_inv_lPfS_ii,29.856,39,0.021,1,1,16,1,1,0,0,20,0,-1,,0,0,0,272,136,104,166,104,0,0,1,0,165,172,165,151,0,0,166,0,0,226,172,1892,46,232,1,16,0,168,20319,136,92,20706,0,92,0,0,760,568,0,0,0,0
120744e096b035e0,_Z8gpu_mm_rPfS_S_ii,8.832,18,0.833,33,1,16,16,1,2048,2048,21,0,-1,,0,0,0,120,640,5785,924,5785,800,80,5,0,5643,924,5643,40,0,0,912,0,0,32,900,3440,168,16248,40,1280,0,8448,166064,1280,2252,5456,0,2248,0,0,1090,620,0,1106,620,0
120744e096b3d0c0,_Z8gpu_mm_aPfS_ii,197.376,207,0.833,33,33,16,16,1,2048,2048,21,0,-1,,0,0,0,3312,17664,81736,19164,81736,36352,2272,142,0,81716,19152,81716,1144,0,0,19156,0,0,1947,19176,117872,4732,389008,1120,35840,0,278784,5079773,35328,75176,140915,0,73600,0,0,38836,19500,0,39458,19640,0
120744e096ba4ce0,_Z10gpu_dpotrfPfS_ii,9.6,19,0.167,1,1,16,16,1,1024,1088,9,0,-1,,0,0,0,8,8,12,111,12,344,88,1,0,12,66,12,272,0,0,95,8,0,0,96,2048,16,0,8,256,0,36,45240,72,32,5760,9,32,0,0,977,68,0,928,60,0
120744e096be3400,memcpyHtoD,0.928,3,,,,,,,,,,0,0,1024,0
120744e096be5960,_Z9gpu_inv_lPfS_ii,30.016,40,0.021,1,1,16,1,1,0,0,20,0,-1,,0,0,0,272,136,104,196,104,0,0,1,0,162,190,162,151,0,0,184,0,0,226,170,1892,46,0,1,16,0,168,20387,136,92,20424,0,92,0,0,0,0,0,760,568,0
120744e096c250a0,_Z8gpu_mm_rPfS_S_ii,8.736,18,0.833,32,1,16,16,1,2048,2048,21,0,-1,,0,0,0,120,640,5683,892,5683,800,80,5,0,5720,924,5720,40,0,0,920,0,0,32,924,3440,168,8472,40,1280,0,8192,166040,1280,2184,5468,0,2188,0,0,1096,620,0,1095,620,0
120744e096c5eca0,_Z8gpu_mm_aPfS_ii,198.24,208,0.833,32,32,16,16,1,2048,2048,21,0,-1,,0,0,0,3120,16640,70641,17420,70641,33024,2064,129,0,71089,17396,71089,1040,0,0,17380,0,0,2493,17392,109392,3847,391024,1056,33792,0,262144,5290964,33536,59012,140319,0,59032,0,0,37877,18100,0,37868,18100,0
120744e096cc7f60,_Z10gpu_dpotrfPfS_ii,9.568,20,0.167,1,1,16,16,1,1024,1088,9,0,-1,,0,0,0,8,8,12,107,12,344,88,1,0,12,72,12,272,0,0,87,8,0,0,64,2048,16,144,8,256,0,36,45168,72,32,5768,9,32,0,0,928,60,0,977,68,0
120744e096d016a0,memcpyHtoD,0.96,3,,,,,,,,,,0,0,1024,0
120744e096d035c0,_Z9gpu_inv_lPfS_ii,29.92,39,0.021,1,1,16,1,1,0,0,20,0,-1,,0,0,0,272,136,100,170,100,0,0,1,0,168,196,168,151,0,0,194,0,0,226,200,1892,46,72,1,16,0,168,20332,136,92,20693,0,92,0,0,760,568,0,0,0,0
120744e096d42780,_Z8gpu_mm_rPfS_S_ii,8.8,19,0.833,31,1,16,16,1,2048,2048,21,0,-1,,0,0,0,120,640,5508,764,5508,800,80,5,0,5641,732,5641,40,0,0,740,0,0,32,764,3440,168,8312,40,1280,0,7936,163575,1280,2096,5337,0,2096,0,0,1118,620,0,1075,620,0
120744e096d7c1e0,_Z8gpu_mm_aPfS_ii,173.984,184,0.833,31,31,16,16,1,2048,2048,21,0,-1,,0,0,0,2952,15744,72516,16876,72516,32512,2032,127,0,72182,16936,72182,976,0,0,16876,0,0,1547,16896,105152,4307,368872,952,30464,0,246016,4570416,32000,65576,122883,0,65796,0,0,34710,17540,0,34734,17540,0
120744e096dde7a0,_Z10gpu_dpotrfPfS_ii,9.568,19,0.167,1,1,16,16,1,1024,1088,9,0,-1,,0,0,0,8,8,12,79,12,344,88,1,0,12,68,12,272,0,0,111,8,0,0,76,2048,16,144,8,256,0,36,45294,72,32,5776,9,32,0,0,977,68,0,928,60,0
120744e096e17e20,memcpyHtoD,0.96,3,,,,,,,,,,0,0,1024,0
120744e096e19de0,_Z9gpu_inv_lPfS_ii,29.952,39,0.021,1,1,16,1,1,0,0,20,0,-1,,0,0,0,272,136,100,168,100,0,0,1,0,166,174,166,151,0,0,165,0,0,226,166,1892,46,112,1,16,0,168,20313,136,92,20550,0,92,0,0,0,0,0,760,568,0
120744e096e590c0,_Z8gpu_mm_rPfS_S_ii,9.056,19,0.833,30,1,16,16,1,2048,2048,21,0,-1,,0,0,0,120,640,5317,744,5317,800,80,5,0,5379,768,5379,40,0,0,768,0,0,32,740,3440,168,8152,40,1280,0,7680,176800,1280,2032,5379,0,2032,0,0,1164,620,0,1167,620,0
120744e096e93fa0,_Z8gpu_mm_aPfS_ii,173.312,184,0.833,30,30,16,16,1,2048,2048,21,0,-1,,0,0,0,2784,14848,63239,15264,63239,28928,1808,113,0,63012,15264,63012,928,0,0,15312,0,0,2217,14700,94976,3303,366944,912,29184,0,230400,4493930,28928,51172,122628,0,50736,0,0,33833,15860,0,33076,15860,0
120744e096ef5f40,_Z10gpu_dpotrfPfS_ii,9.568,19,0.167,1,1,16,16,1,1024,1088,9,0,-1,,0,0,0,8,8,12,83,12,344,88,1,0,12,68,12,272,0,0,103,8,0,0,32,2048,16,144,8,256,0,36,45206,72,32,5491,9,32,0,0,928,60,0,977,68,0
120744e096f2f4e0,memcpyHtoD,0.992,3,,,,,,,,,,0,0,1024,0
120744e096f31440,_Z9gpu_inv_lPfS_ii,29.888,39,0.021,1,1,16,1,1,0,0,20,0,-1,,0,0,0,272,136,98,167,98,0,0,1,0,167,167,167,151,0,0,171,0,0,226,27,1892,46,160,1,16,0,168,20345,136,92,20384,0,92,0,0,760,568,0,0,0,0
120744e096f70620,_Z8gpu_mm_rPfS_S_ii,8.896,19,0.833,29,1,16,16,1,2048,2048,21,0,-1,,0,0,0,120,640,5303,728,5303,800,80,5,0,4898,740,4898,40,0,0,744,0,0,32,728,3440,168,14032,40,1280,0,7424,171139,1280,1968,5412,0,1968,0,0,1137,620,0,1107,620,0
120744e096fab020,_Z8gpu_mm_aPfS_ii,151.392,162,0.833,29,29,16,16,1,2048,2048,21,0,-1,,0,0,0,2640,14080,63452,14700,63452,27392,1712,107,0,64398,14704,64398,840,0,0,14692,0,0,1726,14724,91584,3826,364352,864,27648,0,215296,3945060,27648,57052,107519,0,57460,0,0,30492,15300,0,30341,15580,0
120744e097007a60,_Z10gpu_dpotrfPfS_ii,9.696,19,0.167,1,1,16,16,1,1024,1088,9,0,-1,,0,0,0,8,8,12,83,12,344,88,1,0,12,68,12,272,0,0,111,8,0,0,88,2048,16,144,8,256,0,36,45254,72,32,5481,9,32,0,0,977,68,0,928,60,0
120744e097040f00,memcpyHtoD,0.96,2,,,,,,,,,,0,0,1024,0
120744e097042f00,_Z9gpu_inv_lPfS_ii,29.888,39,0.021,1,1,16,1,1,0,0,20,0,-1,,0,0,0,272,136,100,199,100,0,0,1,0,166,167,166,151,0,0,167,0,0,226,171,1892,46,88,1,16,0,168,20364,136,92,20342,0,92,0,0,0,0,0,760,568,0
