# CUDA_PROFILE_LOG_VERSION 2.0
# CUDA_PROFILE_CSV 1
# TIMESTAMPFACTOR fffff6ff8f377cb8
# CUDA_DEVICE 0 GeForce GTX 460
gpustarttimestamp,method,gputime,cputime,occupancy,gridSizeX,gridSizeY,blockSizeX,blockSizeY,blockSizeZ,dynSmemPerBlock,staSmemPerBlock,registerPerThread,streamID,localblocksize,memTransferSize,memtransferhostmemtype,local_load,local_store,gld_request,gst_request,l2_subp0_write_sector_misses,fb_subp0_read_sectors,fb_subp0_write_sectors,shared_load,shared_store,sm_cta_launched,l1_local_load_hit,l2_subp1_write_sector_misses,fb_subp1_read_sectors,fb_subp1_write_sectors,branch,l1_local_load_miss,l1_local_store_hit,l2_subp0_read_sector_misses,divergent_branch,l1_local_store_miss,l1_global_load_hit,l2_subp1_read_sector_misses,inst_executed,l1_global_load_miss,l2_subp0_write_sector_queries,warps_launched,threads_launched,uncached_global_load_transaction,l2_subp1_write_sector_queries,active_warps,global_store_transaction,l2_subp0_read_sector_queries,active_cycles,l1_shared_bank_conflict,l2_subp1_read_sector_queries,tex0_cache_sector_queries,tex0_cache_sector_misses,inst_issued1_0,inst_issued2_0,tex1_cache_sector_queries,inst_issued1_1,inst_issued2_1,tex1_cache_sector_misses
120745230c2b3020,_Z8gpu_mm_rPfS_S_ii,9.152,19,1,57,1,16,16,1,3072,3072,12,0,-1,,0,0,0,216,72,912,1708,912,2376,1296,9,0,912,1724,912,72,0,0,1712,0,0,50,1736,7272,311,1112,72,2304,0,912,207326,144,3976,5479,0,3984,0,0,2623,624,0,2622,624,0
120745230c2ece60,_Z8gpu_mm_aPfS_ii,352.8,362,1,57,57,16,16,1,3072,3072,12,0,-1,,0,0,0,11136,3712,51984,65724,51984,122760,66960,465,0,51984,65772,51984,3720,0,0,65760,0,0,5717,65876,405480,16364,79640,3712,118784,0,51984,11551661,7424,229572,251218,0,227704,0,0,135715,37168,0,135936,37248,0
120745230c37b200,_Z10gpu_dpotrfPfS_ii,9.568,20,0.167,1,1,16,16,1,1024,1088,9,0,-1,,0,0,0,8,8,12,95,12,344,88,1,0,12,92,12,272,0,0,79,8,0,0,96,2048,16,144,8,256,0,36,45254,72,32,5486,9,32,0,0,977,68,0,928,60,0
120745230c3b4b00,memcpyHtoD,0.96,3,,,,,,,,,,0,0,1024,0
120745230c3b6b40,_Z9gpu_inv_lPfS_ii,29.888,39,0.021,1,1,16,1,1,0,0,20,0,-1,,0,0,0,272,136,102,200,102,0,0,1,0,164,170,164,151,0,0,176,0,0,226,178,1892,46,272,1,16,0,168,20342,136,92,20364,0,92,0,0,0,0,0,760,568,0
120745230c3f7060,_Z8gpu_mm_rPfS_S_ii,8.384,18,1,56,1,16,16,1,3072,3072,12,0,-1,,0,0,0,192,64,896,1708,896,2112,1152,8,0,896,1716,896,64,0,0,1720,0,0,42,1710,6464,278,1352,64,2048,0,896,186814,128,3876,4954,0,3888,0,0,2345,560,0,2391,560,0
120745230c430ca0,_Z8gpu_mm_aPfS_ii,338.176,347,1,56,56,16,16,1,3072,3072,12,0,-1,,0,0,0,10728,3576,50176,52296,50176,118272,64512,448,0,50176,52248,50176,3584,0,0,52280,0,0,7254,52292,390656,14310,67800,3584,114688,0,50176,10974298,7184,200264,240743,0,199160,0,0,130994,35888,0,130994,35888,0
120745230c4bafa0,_Z10gpu_dpotrfPfS_ii,9.6,19,0.167,1,1,16,16,1,1024,1088,9,0,-1,,0,0,0,8,8,12,87,12,344,88,1,0,12,76,12,272,0,0,107,8,0,0,100,2048,16,144,8,256,0,36,45222,72,32,5482,9,32,0,0,928,60,0,977,68,0
120745230c4f53c0,memcpyHtoD,0.928,3,,,,,,,,,,0,0,1024,0
120745230c4f73a0,_Z9gpu_inv_lPfS_ii,29.888,39,0.021,1,1,16,1,1,0,0,20,0,-1,,0,0,0,272,136,100,167,100,0,0,1,0,164,175,164,151,0,0,187,0,0,226,170,1892,46,328,1,16,0,168,20310,136,92,20485,0,92,0,0,760,568,0,0,0,0
