# CUDA_PROFILE_LOG_VERSION 2.0
# CUDA_PROFILE_CSV 1
# TIMESTAMPFACTOR fffff7006d8d9d00
# CUDA_DEVICE 0 GeForce GTX 460
gpustarttimestamp,method,gputime,cputime,occupancy,gridSizeX,gridSizeY,blockSizeX,blockSizeY,blockSizeZ,dynSmemPerBlock,staSmemPerBlock,registerPerThread,streamID,localblocksize,memTransferSize,memtransferhostmemtype,local_load,local_store,gld_request,gst_request,l2_subp0_write_sector_misses,fb_subp0_read_sectors,fb_subp0_write_sectors,shared_load,shared_store,sm_cta_launched,l1_local_load_hit,l2_subp1_write_sector_misses,fb_subp1_read_sectors,fb_subp1_write_sectors,branch,l1_local_load_miss,l1_local_store_hit,l2_subp0_read_sector_misses,divergent_branch,l1_local_store_miss,l1_global_load_hit,l2_subp1_read_sector_misses,inst_executed,l1_global_load_miss,l2_subp0_write_sector_queries,warps_launched,threads_launched,uncached_global_load_transaction,l2_subp1_write_sector_queries,active_warps,global_store_transaction,l2_subp0_read_sector_queries,active_cycles,l1_shared_bank_conflict,l2_subp1_read_sector_queries,tex0_cache_sector_queries,tex0_cache_sector_misses,inst_issued1_0,inst_issued2_0,tex1_cache_sector_queries,inst_issued1_1,inst_issued2_1,tex1_cache_sector_misses
1206556798732800,_Z9gpu_inv_lPfS_ii,27.712,37,0.021,1,1,16,1,1,0,0,20,0,-1,,0,0,0,272,136,100,160,100,0,0,1,0,162,152,162,151,0,0,160,0,0,226,152,1892,46,0,1,16,0,168,18773,136,92,18745,0,92,0,0,0,0,0,760,568,0
1206556798771d60,_Z8gpu_mm_rPfS_S_ii,5.344,15,0.833,12,1,16,16,1,2048,2048,21,0,-1,,0,0,0,48,256,1753,48,1753,320,32,2,0,1553,92,1553,16,0,0,56,0,0,8,100,1376,72,0,16,512,0,3072,37523,512,880,2466,0,880,0,0,399,248,0,397,248,0
12065567987aab20,_Z8gpu_mm_aPfS_ii,24.224,34,0.833,12,12,16,16,1,2048,2048,21,0,-1,,0,0,0,480,2560,15777,104,15777,5120,320,20,0,15803,112,15803,160,0,0,132,0,0,426,104,16960,592,40,152,4864,0,36864,544201,4864,7008,16353,0,7268,0,0,5031,2840,0,4928,2840,0
12065567987e8100,_Z10gpu_dpotrfPfS_ii,135.552,145,0.021,1,1,1,1,1,0,0,18,0,-1,,0,0,0,1496,136,60,676,60,0,0,1,0,76,680,76,1090,0,0,676,0,0,1345,700,10974,151,0,1,1,0,76,95949,136,268,95913,0,336,0,0,3362,3808,0,0,0,0
1206556798840000,memcpyHtoD,0.96,3,,,,,,,,,,0,0,1024,0
1206556798841e80,_Z9gpu_inv_lPfS_ii,27.424,37,0.021,1,1,16,1,1,0,0,20,0,-1,,0,0,0,272,136,102,140,102,0,0,1,0,166,140,166,151,0,0,132,0,0,226,140,1892,46,0,1,16,0,168,18631,136,92,18626,0,92,0,0,0,0,0,760,568,0
1206556798881a40,_Z8gpu_mm_rPfS_S_ii,5.344,15,0.833,11,1,16,16,1,2048,2048,21,0,-1,,0,0,0,48,256,1318,68,1318,320,32,2,0,1413,60,1413,16,0,0,68,0,0,8,76,1376,72,0,16,512,0,2816,36096,512,816,2516,0,816,0,0,391,248,0,404,248,0
12065567988ba980,_Z8gpu_mm_aPfS_ii,20.96,30,0.833,11,11,16,16,1,2048,2048,21,0,-1,,0,0,0,408,2176,12926,108,12926,3840,240,15,0,12955,108,12955,136,0,0,108,0,0,338,108,14416,484,40,136,4352,0,30976,475823,4096,6136,13386,0,6484,0,0,4275,2420,0,4183,2420,0
12065567988f74a0,_Z10gpu_dpotrfPfS_ii,134.848,145,0.021,1,1,1,1,1,0,0,18,0,-1,,0,0,0,1496,136,76,692,76,0,0,1,0,60,684,60,1090,0,0,672,0,0,1345,692,10974,151,0,1,1,0,60,95423,136,336,95426,0,268,0,0,3362,3808,0,0,0,0
120655679894f200,memcpyHtoD,1.024,3,,,,,,,,,,0,0,1024,0
1206556798951f40,_Z9gpu_inv_lPfS_ii,27.52,38,0.021,1,1,16,1,1,0,0,20,0,-1,,0,0,0,272,136,100,120,100,0,0,1,0,162,140,162,151,0,0,139,0,0,226,124,1892,46,0,1,16,0,168,18644,136,92,18604,0,92,0,0,0,0,0,760,568,0
1206556798990a80,_Z8gpu_mm_rPfS_S_ii,5.184,15,0.833,10,1,16,16,1,2048,2048,21,0,-1,,0,0,0,48,256,1304,32,1304,320,32,2,0,1257,88,1257,16,0,0,64,0,0,8,76,1376,72,8,16,512,0,2560,36306,512,752,2456,0,752,0,0,398,248,0,390,248,0
12065567989c96a0,_Z8gpu_mm_aPfS_ii,18.144,28,0.833,10,10,16,16,1,2048,2048,21,0,-1,,0,0,0,312,1664,11145,0,11145,3584,224,14,0,10985,88,10985,104,0,0,96,0,0,350,92,11872,331,72,112,3584,0,25600,391789,3584,4776,11561,0,4912,0,0,3244,1860,0,3520,2000,0
